# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.338275268673896790e-02 2.324585914611816406e+00 7.531355023384094238e-01 4.255989566445350647e-02 2.324585914611816406e+00 7.531355023384094238e-01
1.000000000000000000e+03 9.355775080621242523e-03 7.169791311025619507e-02 1.602883189916610718e-01 7.645032368600368500e-03 7.169791311025619507e-02 1.602883189916610718e-01
2.000000000000000000e+03 7.788729388266801834e-03 4.669211432337760925e-02 4.184893891215324402e-02 4.769091028720140457e-03 4.669211432337760925e-02 4.184893891215324402e-02
3.000000000000000000e+03 3.809211775660514832e-03 3.250981494784355164e-02 2.475883252918720245e-02 1.993555808439850807e-03 3.250981494784355164e-02 2.475883252918720245e-02
4.000000000000000000e+03 3.471091855317354202e-03 2.574628591537475586e-02 1.857365481555461884e-02 2.178163500502705574e-03 2.574628591537475586e-02 1.857365481555461884e-02
5.000000000000000000e+03 3.336942521855235100e-03 2.156835608184337616e-02 1.477531529963016510e-02 2.423142781481146812e-03 2.156835608184337616e-02 1.477531529963016510e-02
6.000000000000000000e+03 2.930999733507633209e-03 1.895364932715892792e-02 1.231018453836441040e-02 2.240802161395549774e-03 1.895364932715892792e-02 1.231018453836441040e-02
7.000000000000000000e+03 2.583607332780957222e-03 1.735209859907627106e-02 1.037181913852691650e-02 1.976833213120698929e-03 1.735209859907627106e-02 1.037181913852691650e-02
8.000000000000000000e+03 2.369421767070889473e-03 1.594174839556217194e-02 9.407065808773040771e-03 1.784774358384311199e-03 1.594174839556217194e-02 9.407065808773040771e-03
9.000000000000000000e+03 2.179708331823348999e-03 1.500109862536191940e-02 8.644478395581245422e-03 1.617329893633723259e-03 1.500109862536191940e-02 8.644478395581245422e-03
1.000000000000000000e+04 2.369747962802648544e-03 1.462076790630817413e-02 7.688117213547229767e-03 1.686858944594860077e-03 1.462076790630817413e-02 7.688117213547229767e-03
1.100000000000000000e+04 1.914199674502015114e-03 1.360489428043365479e-02 7.529641967266798019e-03 1.397215411998331547e-03 1.360489428043365479e-02 7.529641967266798019e-03
1.200000000000000000e+04 2.341062761843204498e-03 1.360937207937240601e-02 6.678547244518995285e-03 1.588624087162315845e-03 1.360937207937240601e-02 6.678547244518995285e-03
1.300000000000000000e+04 1.788283349014818668e-03 1.243318617343902588e-02 6.809964310377836227e-03 1.267573563382029533e-03 1.243318617343902588e-02 6.809964310377836227e-03
1.400000000000000000e+04 1.735288300551474094e-03 1.195205561816692352e-02 6.540104746818542480e-03 1.178539590910077095e-03 1.195205561816692352e-02 6.540104746818542480e-03
1.500000000000000000e+04 2.745399018749594688e-03 1.195320766419172287e-02 5.902330856770277023e-03 1.676374115049839020e-03 1.195320766419172287e-02 5.902330856770277023e-03
1.500000000000000000e+04 2.745399018749594688e-03 1.195320766419172287e-02 5.902330856770277023e-03 1.676374115049839020e-03 1.195320766419172287e-02 5.902330856770277023e-03
1.600000000000000000e+04 5.879528471268713474e-04 4.510756989475339651e-04 6.815564702264964581e-04 6.271495949476957321e-04 4.510756989475339651e-04 6.815564702264964581e-04
1.652200000000000000e+04 3.818442346528172493e-04 1.764738262863829732e-04 4.518065252341330051e-04 3.320617834106087685e-04 1.764738262863829732e-04 4.518065252341330051e-04
